"UF","cod.UF","cod Municipio","Nome do municipio","População estimada","PIB per capita","PIB TOTAL","Atividade econômica","Ranking PIB per capita","Ranking PIB Total"
"MG","31","3121803","Dionísio","8.463","92.132","76.349.774","Administração, defesa, educação e saúde públicas e seguridade social","5407","3929"
"MG","31","3121902","Divinésia","3.437","1.285.975","44.430.427","Administração, defesa, educação e saúde públicas e seguridade social","3073","4701"
"MG","31","3122009","Divino","20.012","1.120.985","225.687.834","Administração, defesa, educação e saúde públicas e seguridade social","3331","2164"
"MG","31","3122108","Divino das Laranjeiras","5.082","933.266","47.465.929","Administração, defesa, educação e saúde públicas e seguridade social","3795","4618"
"MG","31","3122207","Divinolândia de Minas","7.472","772.344","58.381.496","Administração, defesa, educação e saúde públicas e seguridade social","4356","4314"
"MG","31","3122306","Divinópolis","230.848","2.569.597","603.693.473","Demais serviços","1395","1067"
"MG","31","3122355","Divisa Alegre","6.478","1.869.005","123.821.555","Demais serviços","2233","3149"
"MG","31","3122405","Divisa Nova","6.031","1.527.046","92.661.146","Administração, defesa, educação e saúde públicas e seguridade social","2699","3609"
"MG","31","3122454","Divisópolis","10.209","653.311","68.904.718","Administração, defesa, educação e saúde públicas e seguridade social","4819","4074"
"MG","31","3122470","Dom Bosco","3.844","1.322.577","50.496.008","Administração, defesa, educação e saúde públicas e seguridade social","3014","4500"
"MG","31","3122504","Dom Cavati","5.274","1.038.951","54.513.751","Administração, defesa, educação e saúde públicas e seguridade social","3536","4398"
"MG","31","3122603","Dom Joaquim","4.616","937.493","43.143.417","Administração, defesa, educação e saúde públicas e seguridade social","3780","4740"
"MG","31","3122702","Dom Silvério","5.348","1.546.216","82.737.996","Demais serviços","2669","3784"
"MG","31","3122801","Dom Viçoso","3.073","990.217","30.419.478","Administração, defesa, educação e saúde públicas e seguridade social","3642","5087"
"MG","31","3122900","Dona Eusébia","6.435","1.302.411","85.008.343","Administração, defesa, educação e saúde públicas e seguridade social","3041","3745"
"MG","31","3123007","Dores de Campos","9.956","2.686.326","271.130.888","Indústrias de transformação","1282","1899"
"MG","31","3123106","Dores de Guanhães","5.328","207.582","110.350.584","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","5204","3326"
"MG","31","3123205","Dores do Indaiá","13.983","1.523.695","212.144.057","Demais serviços","2706","2265"
"MG","31","3123304","Dores do Turvo","4.474","102.794","45.609.703","Administração, defesa, educação e saúde públicas e seguridade social","5375","4674"
"MG","31","3123403","Doresópolis","1.519","4.014.877","61.548.061","Demais serviços","540","4237"
"MG","31","3123502","Douradoquara","1.920","2.576.522","49.726.875","Administração, defesa, educação e saúde públicas e seguridade social","1387","4521"
"MG","31","3123528","Durandé","7.818","1.090.803","85.998.924","Administração, defesa, educação e saúde públicas e seguridade social","3404","3725"
"MG","31","3123601","Elói Mendes","27.268","2.139.813","59.337.003","Demais serviços","1876","4289"
"MG","31","3123700","Engenheiro Caldas","10.962","97.381","108.073.464","Administração, defesa, educação e saúde públicas e seguridade social","5393","3362"
"MG","31","3123809","Engenheiro Navarro","7.362","956.506","70.561.458","Administração, defesa, educação e saúde públicas e seguridade social","3730","4041"
"MG","31","3123858","Entre Folhas","5.385","917.549","49.942.216","Administração, defesa, educação e saúde públicas e seguridade social","3827","4515"
"MG","31","3123908","Entre Rios de Minas","15.124","1.181.383","180.657.123","Demais serviços","3224","2538"
"MG","31","3124005","Ervália","18.868","1.456.584","276.969.446","Demais serviços","2808","1870"
"MG","31","3124104","Esmeraldas","67.208","979.615","676.032.247","Administração, defesa, educação e saúde públicas e seguridade social","3670","968"
"MG","31","3124203","Espera Feliz","24.469","1.594.782","395.585.676","Demais serviços","2602","1439"
"MG","31","3124302","Espinosa","32.151","851.266","274.226.758","Administração, defesa, educação e saúde públicas e seguridade social","4072","1875"
"MG","31","3124401","Espírito Santo do Dourado","4.670","1.520.899","71.664.743","Administração, defesa, educação e saúde públicas e seguridade social","2709","4019"
"MG","31","3124500","Estiva","11.371","2.104.043","240.891.896","Demais serviços","1924","2073"
"MG","31","3124609","Estrela Dalva","2.471","1.294.363","31.686.003","Administração, defesa, educação e saúde públicas e seguridade social","3060","5052"
"MG","31","3124708","Estrela do Indaiá","3.596","2.659.585","95.479.114","Agricultura, inclusive apoio à agricultura e a pós colheita","1311","3556"
"MG","31","3124807","Estrela do Sul","7.897","4.706.441","37.562.105","Produção florestal, pesca e aquicultura","341","4900"
"MG","31","3124906","Eugenópolis","11.169","1.362.856","153.798.267","Demais serviços","2947","2796"
"MG","31","3125002","Ewbank da Câmara","3.927","1.008.398","39.851.876","Administração, defesa, educação e saúde públicas e seguridade social","3599","4837"
"MG","31","3125101","Extrema","33.082","21.923.907","7.529.546.609","Comércio e reparação de veículos automotores e motocicletas","6","132"
"MG","31","3125200","Fama","2.423","1.684.175","40.858.075","Administração, defesa, educação e saúde públicas e seguridade social","2466","4807"
"MG","31","3125309","Faria Lemos","3.396","1.585.658","53.452.546","Administração, defesa, educação e saúde públicas e seguridade social","2613","4424"
"MG","31","3125408","Felício dos Santos","5.081","847.394","42.471.366","Administração, defesa, educação e saúde públicas e seguridade social","4088","4762"
"MG","31","3125606","Felisburgo","7.338","778.174","57.826.119","Administração, defesa, educação e saúde públicas e seguridade social","4331","4332"
"MG","31","3125705","Felixlândia","15.078","1.372.136","209.566.364","Administração, defesa, educação e saúde públicas e seguridade social","2928","2283"
"MG","31","3125804","Fernandes Tourinho","3.304","1.161.376","39.126.758","Administração, defesa, educação e saúde públicas e seguridade social","3261","4851"
"MG","31","3125903","Ferros","10.611","1.060.662","110.648.233","Administração, defesa, educação e saúde públicas e seguridade social","3481","3323"
"MG","31","3125952","Fervedouro","10.936","940.265","103.795.887","Administração, defesa, educação e saúde públicas e seguridade social","3773","3425"
"MG","31","3126000","Florestal","7.209","1.498.834","110.059.366","Demais serviços","2741","3332"
"MG","31","3126109","Formiga","68.040","2.367.751","1.620.086.425","Demais serviços","1607","475"
"MG","31","3126208","Formoso","9.067","1.665.668","154.807.182","Agricultura, inclusive apoio à agricultura e a pós colheita","2499","2783"
"MG","31","3126307","Fortaleza de Minas","4.357","1.525.692","67.237.237","Administração, defesa, educação e saúde públicas e seguridade social","2703","4114"
"MG","31","3126406","Fortuna de Minas","2.893","1.236.056","3.624.116","Administração, defesa, educação e saúde públicas e seguridade social","3141","5517"
"MG","31","3126505","Francisco Badaró","10.550","624.574","65.936.272","Administração, defesa, educação e saúde públicas e seguridade social","4890","4145"
"MG","31","3126604","Francisco Dumont","5.160","112.985","58.921.696","Administração, defesa, educação e saúde públicas e seguridade social","5351","4301"
"MG","31","3126703","Francisco Sá","26.217","114.523","302.661.491","Administração, defesa, educação e saúde públicas e seguridade social","5348","1757"
"MG","31","3126752","Franciscópolis","5.745","1.256.739","71.282.232","Administração, defesa, educação e saúde públicas e seguridade social","3108","4024"
"MG","31","3126802","Frei Gaspar","6.028","876.647","52.809.223","Administração, defesa, educação e saúde públicas e seguridade social","3965","4441"
"MG","31","3126901","Frei Inocêncio","9.487","969.861","93.077.513","Administração, defesa, educação e saúde públicas e seguridade social","3695","3600"
"MG","31","3126950","Frei Lagonegro","3.487","956.176","33.561.769","Administração, defesa, educação e saúde públicas e seguridade social","3731","4995"
"MG","31","3127008","Fronteira","16.399","6.193.258","1.057.312.999","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","151","669"
"MG","31","3127057","Fronteira dos Vales","4.754","755.664","35.765.574","Administração, defesa, educação e saúde públicas e seguridade social","4431","4941"
"MG","31","3127073","Fruta de Leite","5.809","690.432","39.416.746","Administração, defesa, educação e saúde públicas e seguridade social","4693","4846"
"MG","31","3127107","Frutal","57.795","3.134.802","1.842.323.006","Demais serviços","965","420"
"MG","31","3127206","Funilândia","4.196","1.208.157","51.672.868","Administração, defesa, educação e saúde públicas e seguridade social","3179","4467"
"MG","31","3127305","Galiléia","7.061","1.180.187","83.014.338","Administração, defesa, educação e saúde públicas e seguridade social","3226","3781"
"MG","31","3127339","Gameleiras","5.255","744.371","39.049.717","Administração, defesa, educação e saúde públicas e seguridade social","4481","4857"
"MG","31","3127354","Glaucilândia","3.130","863.506","27.286.788","Administração, defesa, educação e saúde públicas e seguridade social","4021","5133"
"MG","31","3127370","Goiabeira","3.279","110.304","36.709.162","Administração, defesa, educação e saúde públicas e seguridade social","5358","4919"
"MG","31","3127388","Goianá","3.903","1.468.537","58.036.565","Demais serviços","2786","4323"
"MG","31","3127404","Gonçalves","4.391","1.346.397","59.376.101","Administração, defesa, educação e saúde públicas e seguridade social","2982","4288"
"MG","31","3127503","Gonzaga","6.188","775.133","48.236.546","Administração, defesa, educação e saúde públicas e seguridade social","4345","4595"
"MG","31","3127602","Gouveia","12.048","1.070.892","129.192.471","Administração, defesa, educação e saúde públicas e seguridade social","3459","3091"
"MG","31","3127701","Governador Valadares","278.363","2.095.724","5.886.910.449","Demais serviços","1942","153"
"MG","31","3127800","Grão Mogol","15.805","1.793.281","285.687.673","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","2325","1833"
"MG","31","3127909","Grupiara","1.416","1.926.085","27.311.885","Administração, defesa, educação e saúde públicas e seguridade social","2148","5131"
"MG","31","3128006","Guanhães","33.562","1.813.431","617.545.695","Demais serviços","2298","1043"
"MG","31","3128105","Guapé","14.407","167.976","242.893.318","Administração, defesa, educação e saúde públicas e seguridade social","5260","2055"
"MG","31","3128204","Guaraciaba","10.532","815.644","85.985.235","Administração, defesa, educação e saúde públicas e seguridade social","4186","3727"
"MG","31","3128253","Guaraciama","4.962","78.169","39.092.318","Administração, defesa, educação e saúde públicas e seguridade social","5449","4855"
"MG","31","3128303","Guaranésia","19.340","2.229.309","43.199.553","Demais serviços","1781","4737"
"MG","31","3128402","Guarani","9.014","1.327.498","120.098.727","Administração, defesa, educação e saúde públicas e seguridade social","3008","3205"
"MG","31","3128501","Guarará","3.963","11.810","46.507.765","Administração, defesa, educação e saúde públicas e seguridade social","5555","4645"
